            6. Чисельність наявного населення в розрізі регіонів                                            ,,,,,,,
"                              районів, міст, селищ міського типу1",,,,,,,
,,,,,,,
,,,        (на 1 січня; осіб),,,,
,2013,2014,2015,,,,
,,,,,,,
    Сільське населення,"14,716","14,378","14,243",,,,
  Костянтинівський район,"19,160","18,881","18,622",,,,
    Сільське населення,"19,160","18,881","18,622",,,,
  Красноармійський район,"32,057","31,459","31,175",,,,
    Міське населення,"7,356","7,268","7,234",,,,
        смт Гродівка,"2,598","2,574","2,544",,,,
        смт Новоекономічне,"3,039","3,000","2,991",,,,
        смт Удачне,"1,719","1,694","1,699",,,,
    Сільське населення,"24,701","24,191","23,941",,,,
  Краснолиманський район,"21,881","21,573","21,426",,,,
    Міське населення,"11,134","11,019","10,963",,,,
        смт Дробишеве,"3,002","2,960","2,933",,,,
        смт Кіровськ,"2,650","2,642","2,632",,,,
        смт Новоселівка,"1,363","1,339","1,330",,,,
        смт Ямпіль,"2,101","2,079","2,082",,,,
        смт Ярова,"2,018","1,999","1,986",,,,
    Сільське населення,"10,747","10,554","10,463",,,,
,,,,,,,
  Мар'їнський район,"84,317","83,838","83,206",,,,
    Міське населення,"55,888","55,617","55,202",,,,
        м. Мар'їнка,"9,913","9,829","9,775",,,,
        м. Красногорівка,"15,937","15,912","15,822",,,,
        м. Курахове,"20,098","19,950","19,840",,,,
        смт Іллінка,449,452,444,,,,
        смт Олександрівка,"4,080","4,060","4,014",,,,
        смт Старомихайлівка,"5,411","5,414","5,307",,,,
    Сільське населення,"28,429","28,221","28,004",,,,
  Новоазовський район,"28,618","28,518","28,207",,,,
    Міське населення,"14,451","14,421","14,296",,,,
        м. Новоазовськ,"11,760","11,740","11,635",,,,
        смт Сєдове,"2,691","2,681","2,661",,,,
    Сільське населення,"14,167","14,097","13,911",,,,
  Олександрівський район,"19,570","19,302","18,978",,,,
    Міське населення,"3,688","3,672","3,610",,,,
        смт Олександрівка,"3,688","3,672","3,610",,,,
    Сільське населення,"15,882","15,630","15,368",,,,
  Першотравневий район,"27,250","27,066","26,938",,,,
    Міське населення,"13,597","13,551","13,537",,,,
        смт Мангуш,"8,319","8,275","8,281",,,,
        смт Ялта,"5,278","5,276","5,256",,,,
    Сільське населення,"13,653","13,515","13,401",,,,
  Слов'янський район,"34,115","33,914","33,518",,,,
    Міське населення,"14,884","14,775","14,600",,,,
        смт Андріївка,888,858,833,,,,
        смт Билбасівка,"6,260","6,235","6,187",,,,
        смт Донецьке,640,639,636,,,,
        смт Райгородок,"3,582","3,573","3,523",,,,
        смт Черкаське,"3,514","3,470","3,421",,,,
    Сільське населення,"19,231","19,139","18,918",,,,
  Старобешівський район,"50,675","50,336","49,882",,,,
    Міське населення,"27,305","27,162","26,914",,,,
        м. Комсомольське,"11,763","11,672","11,603",,,,
        смт Старобешеве,"6,317","6,293","6,205",,,,
        смт Новий Світ,"9,225","9,197","9,106",,,,
    Сільське населення,"23,370","23,174","22,968",,,,
  Тельманівський район,"14,744","14,568","14,418",,,,
    Міське населення,"4,504","4,472","4,461",,,,
        смт Тельманове,"4,504","4,472","4,461",,,,
    Сільське населення,"10,240","10,096","9,957",,,,
  Шахтарський район,"19,763","19,483","19,180",,,,
    Сільське населення,"19,763","19,483","19,180",,,,
,,,,,,,
  Ясинуватський район,"27,845","27,662","27,416",,,,
    Міське населення,"8,507","8,474","8,392",,,,
        смт Верхньоторецьке,"2,975","2,984","2,954",,,,
        смт Желанне,"1,471","1,449","1,423",,,,
        смт Керамік,375,373,363,,,,
        смт Очеретине,"3,686","3,668","3,652",,,,
    Сільське населення,"19,338","19,188","19,024",,,,
,,,,,,,
Житомирська область,"1,268,903","1,262,512","1,255,966",,,,
 Міське населення,"740,749","739,719","737,656",,,,
 Сільське населення,"528,154","522,793","518,310",,,,
  м. Житомир,"271,303","270,922","269,942",,,,
  м. Бердичів,"78,523","78,312","77,788",,,,
  м. Коростень,"65,503","65,454","65,255",,,,
  м. Малин,"26,934","26,886","26,717",,,,
  м. Новоград-Волинський,"55,991","56,049","56,035",,,,
  Андрушівський район,"34,526","34,184","34,087",,,,
    Міське населення,"11,912","11,799","11,805",,,,
        м. Андрушівка,"9,038","8,951","8,929",,,,
        смт Червоне,"2,874","2,848","2,876",,,,
    Сільське населення,"22,614","22,385","22,282",,,,
  Баранівський район,"41,445","41,091","40,785",,,,
    Міське населення,"25,951","25,830","25,721",,,,
        м. Баранівка,"11,980","11,948","11,918",,,,
        смт Довбиш,"4,498","4,443","4,423",,,,
        смт Кам'яний Брід,"2,602","2,603","2,582",,,,
        смт Мар'янівка,"1,513","1,516","1,516",,,,
        смт Першотравенськ,"3,631","3,595","3,569",,,,
        смт Полянка,"1,727","1,725","1,713",,,,
    Сільське населення,"15,494","15,261","15,064",,,,
  Бердичівський район,"29,234","29,013","28,799",,,,
    Міське населення,"4,297","4,276","4,251",,,,
        смт Гришківці,"4,297","4,276","4,251",,,,
    Сільське населення,"24,937","24,737","24,548",,,,
  Брусилівський район,"15,388","15,268","15,164",,,,
    Міське населення,"4,958","4,931","4,941",,,,
        смт Брусилів,"4,958","4,931","4,941",,,,
    Сільське населення,"10,430","10,337","10,223",,,,
  Володарсько-Волинський район,"35,590","35,472","35,442",,,,
    Міське населення,"20,228","20,244","20,280",,,,
        смт Володарськ-Волинський,"7,862","7,807","7,795",,,,
        смт Іршанськ,"6,771","6,831","6,889",,,,
        смт Нова Борова,"5,595","5,606","5,596",,,,
    Сільське населення,"15,362","15,228","15,162",,,,
  Ємільчинський район,"34,492","34,104","33,838",,,,
    Міське населення,"7,920","7,886","7,888",,,,
        смт Ємільчине,"6,774","6,728","6,714",,,,
        смт Яблунець,"1,146","1,158","1,174",,,,
    Сільське населення,"26,572","26,218","25,950",,,,
  Житомирський район,"70,054","70,222","70,398",,,,
    Міське населення,"12,549","12,641","12,657",,,,
        смт Гуйва,"1,436","1,419","1,384",,,,
        смт Новогуйвинське,"5,259","5,309","5,312",,,,
        смт Озерне,"5,854","5,913","5,961",,,,
    Сільське населення,"57,505","57,581","57,741",,,,
  Коростенський район,"28,237","27,704","27,374",,,,
    Сільське населення,"28,237","27,704","27,374",,,,
  Коростишівський район,"40,935","40,847","40,710",,,,
    Міське населення,"25,817","25,845","25,857",,,,
        м. Коростишів,"25,817","25,845","25,857",,,,
    Сільське населення,"15,118","15,002","14,853",,,,
  Лугинський район,"17,161","16,923","16,762",,,,
    Міське населення,"4,781","4,744","4,744",,,,
        смт Лугини,"4,162","4,121","4,116",,,,
        смт Жовтневе,619,623,628,,,,
    Сільське населення,"12,380","12,179","12,018",,,,
  Любарський район,"27,700","27,437","27,295",,,,
    Міське населення,"2,179","2,153","2,139",,,,
        смт Любар,"2,179","2,153","2,139",,,,
    Сільське населення,"25,521","25,284","25,156",,,,
  Малинський район,"19,728","19,417","19,163",,,,
    Міське населення,"3,511","3,472","3,452",,,,
        смт Гранітне,"1,506","1,510","1,513",,,,
        смт Чоповичі,"2,005","1,962","1,939",,,,
    Сільське населення,"16,217","15,945","15,711",,,,
  Народицький район,"9,573","9,522","9,477",,,,
    Міське населення,"2,581","2,604","2,636",,,,
        смт Народичі,"2,581","2,604","2,636",,,,
    Сільське населення,"6,992","6,918","6,841",,,,
  Новоград-Волинський район,"47,086","46,768","46,326",,,,
    Міське населення,"5,458","5,411","5,354",,,,
         смт Городниця,"5,458","5,411","5,354",,,,
    Сільське населення,"41,628","41,357","40,972",,,,
  Овруцький район,"58,809","58,080","57,476",,,,
    Міське населення,"19,106","19,011","18,980",,,,
        м. Овруч,"16,614","16,515","16,505",,,,
        смт Першотравневе,"2,492","2,496","2,475",,,,
    Сільське населення,"39,703","39,069","38,496",,,,
  Олевський район,"41,934","41,894","41,905",,,,
    Міське населення,"15,224","15,259","15,372",,,,
       м. Олевськ,"10,231","10,222","10,296",,,,
        смт Бучмани,712,720,712,,,,
        смт Діброва,134,131,135,,,,
        смт Дружба,485,481,486,,,,
        смт Нові Білокоровичі,"3,091","3,142","3,175",,,,
        смт Новоозерянка,571,563,568,,,,
    Сільське населення,"26,710","26,635","26,533",,,,
  Попільнянський район,"32,850","32,572","32,269",,,,
    Міське населення,"8,345","8,270","8,215",,,,
        смт Попільня,"6,006","5,987","5,959",,,,
        смт Корнин,"2,339","2,283","2,256",,,,
    Сільське населення,"24,505","24,302","24,054",,,,
  Радомишльський район,"38,530","38,550","38,327",,,,
    Міське населення,"17,972","18,289","18,365",,,,
        м. Радомишль,"14,943","14,930","14,905",,,,
        смт Біла Криниця,913,910,902,,,,
        смт Городок,"2,116","2,449","2,558",,,,
    Сільське населення,"20,558","20,261","19,962",,,,
  Романівський  район,"29,187","29,062","28,869",,,,
    Міське населення,"14,233","14,178","14,157",,,,
        смт Романів ,"7,691","7,676","7,685",,,,
        смт Биківка,"1,796","1,792","1,779",,,,
        смт Миропіль,"4,746","4,710","4,693",,,,
    Сільське населення,"14,954","14,884","14,712",,,,
  Ружинський район,"28,191","27,765","27,497",,,,
    Міське населення,"4,607","4,605","4,590",,,,
        смт Ружин,"4,607","4,605","4,590",,,,
    Сільське населення,"23,584","23,160","22,907",,,,
  Червоноармійський район,"23,493","23,296","23,197",,,,
    Міське населення,"5,454","5,434","5,425",,,,
        смт Червоноармійськ,"5,454","5,434","5,425",,,,
    Сільське населення,"18,039","17,862","17,772",,,,
  Черняхівський район,"30,015","29,480","29,140",,,,
    Міське населення,"11,835","11,704","11,622",,,,
        смт Черняхів,"9,801","9,724","9,682",,,,
        смт Головине,"2,034","1,980","1,940",,,,
    Сільське населення,"18,180","17,776","17,518",,,,
  Чуднівський район,"36,491","36,218","35,929",,,,
    Міське населення,"13,577","13,510","13,468",,,,
        м. Чуднів,"5,794","5,814","5,815",,,,
        смт Вакуленчук,"2,039","2,017","2,011",,,,
        смт Великі Коровинці,"2,335","2,315","2,304",,,,
        смт Іванопіль,"3,409","3,364","3,338",,,,
    Сільське населення,"22,914","22,708","22,461",,,,
Закарпатська область,"1,254,393","1,256,850","1,259,570",,,,
 Міське населення,"466,400","466,862","467,274",,,,
 Сільське населення,"787,993","789,988","792,296",,,,
  м. Ужгород,"116,349","115,947","115,520",,,,
  Берегове (міськрада),"24,772","24,686","24,585",,,,
    Міське населення,"24,458","24,371","24,273",,,,
        м. Берегове,"24,458","24,371","24,273",,,,
    Сільське населення,314,315,312,,,,
  м. Мукачеве,"84,992","85,487","85,959",,,,
  Хуст (міськрада),"31,802","31,797","31,743",,,,
    Міське населення,"28,643","28,600","28,520",,,,
        м. Хуст,"28,643","28,600","28,520",,,,
    Сільське населення,"3,159","3,197","3,223",,,,
    м.Чоп,"8,994","9,018","9,001",,,,
  Берегівський район,"51,804","51,842","51,778",,,,
    Міське населення,"3,061","3,080","3,073",,,,
        смт Батьово,"3,061","3,080","3,073",,,,
    Сільське населення,"48,743","48,762","48,705",,,,
  Великоберезнянський район,"26,439","26,503","26,578",,,,
    Міське населення,"7,207","7,292","7,394",,,,
        смт Великий  Березний,"7,207","7,292","7,394",,,,
    Сільське населення,"19,232","19,211","19,184",,,,
  Виноградівський район,"119,767","120,310","120,765",,,,
    Міське населення,"38,228","38,417","38,565",,,,
        м. Виноградів,"25,565","25,580","25,570",,,,
        смт Вилок,"3,324","3,327","3,327",,,,
        смт Королево,"9,339","9,510","9,668",,,,
    Сільське населення,"81,539","81,893","82,200",,,,
  Воловецький район,"24,329","24,334","24,301",,,,
    Міське населення,"6,267","6,267","6,250",,,,
        смт Воловець,"5,169","5,171","5,159",,,,
        смт Жденієво,"1,098","1,096","1,091",,,,
    Сільське населення,"18,062","18,067","18,051",,,,
  Іршавський район,"99,430","99,531","99,861",,,,
    Міське населення,"9,221","9,220","9,249",,,,
        м. Іршава,"9,221","9,220","9,249",,,,
    Сільське населення,"90,209","90,311","90,612",,,,
  Міжгірський район,"48,186","48,100","48,072",,,,
    Міське населення,"9,616","9,637","9,631",,,,
        смт Міжгір'я,"9,616","9,637","9,631",,,,
    Сільське населення,"38,570","38,463","38,441",,,,
  Мукачівський район,"101,045","101,178","101,334",,,,
    Міське населення,"11,253","11,290","11,292",,,,
        смт Кольчино,"4,345","4,339","4,323",,,,
        смт Чинадійово,"6,908","6,951","6,969",,,,
    Сільське населення,"89,792","89,888","90,042",,,,
  Перечинський район,"31,435","31,629","31,784",,,,
    Міське населення,"6,716","6,720","6,745",,,,
        м. Перечин,"6,716","6,720","6,745",,,,
    Сільське населення,"24,719","24,909","25,039",,,,
  Рахівський район,"91,557","91,857","92,285",,,,
    Міське населення,"36,497","36,606","36,774",,,,
        м. Рахів,"15,243","15,283","15,372",,,,
        смт Великий Бичків,"9,380","9,396","9,369",,,,
        смт Кобилецька Поляна,"3,420","3,445","3,465",,,,
        смт Ясіня,"8,454","8,482","8,568",,,,
    Сільське населення,"55,060","55,251","55,511",,,,
  Свалявський район,"54,495","54,609","54,657",,,,
    Міське населення,"17,027","17,066","17,055",,,,
        м. Свалява,"17,027","17,066","17,055",,,,
    Сільське населення,"37,468","37,543","37,602",,,,
  Тячівський район,"174,087","174,523","175,136",,,,
    Міське населення,"45,643","45,595","45,629",,,,
        м. Тячів,"9,162","9,127","9,112",,,,
        смт Буштино,"8,643","8,609","8,640",,,,
        смт Дубове,"9,775","9,807","9,849",,,,
        смт Солотвино,"8,955","8,925","8,861",,,,
        смт Тересва,"7,594","7,602","7,636",,,,
        смт Усть-Чорна,"1,514","1,525","1,531",,,,
    Сільське населення,"128,444","128,928","129,507",,,,
  Ужгородський район,"69,324","69,837","70,435",,,,
    Міське населення,"3,853","3,902","3,988",,,,
        смт Середнє,"3,853","3,902","3,988",,,,
    Сільське населення,"65,471","65,935","66,447",,,,
  Хустський район,"95,586","95,662","95,776",,,,
    Міське населення,"8,375","8,347","8,356",,,,
        смт Вишково,"8,375","8,347","8,356",,,,
    Сільське населення,"87,211","87,315","87,420",,,,
,,,,,,,
Запорізька область,"1,785,243","1,775,833","1,765,926",,,,
 Міське населення,"1,375,674","1,369,036","1,362,343",,,,
 Сільське населення,"409,569","406,797","403,583",,,,
  м. Запоріжжя,"770,672","766,268","761,993",,,,
  Бердянськ (міськрада),"119,159","118,632","118,166",,,,
    Міське населення,"116,034","115,500","115,054",,,,
        м. Бердянськ,"116,034","115,500","115,054",,,,
    Сільське населення,"3,125","3,132","3,112",,,,
  м. Енергодар,"54,708","54,536","54,481",,,,
  м. Мелітополь,"156,984","156,889","156,523",,,,
  м. Токмак,"32,996","32,772","32,484",,,,
  Бердянський район,"26,240","25,991","25,768",,,,
    Міське населення,"2,976","2,936","2,903",,,,
        смт Андріївка,"2,976","2,936","2,903",,,,
    Сільське населення,"23,264","23,055","22,865",,,,
  Василівський район,"65,499","65,138","64,602",,,,
    Міське населення,"37,985","37,756","37,537",,,,
        м. Василівка,"13,996","13,875","13,777",,,,
        м. Дніпрорудне,"19,479","19,361","19,248",,,,
        смт Степногірськ,"4,510","4,520","4,512",,,,
    Сільське населення,"27,514","27,382","27,065",,,,
  Великобілозерський район,"8,234","8,178","8,123",,,,
    Сільське населення,"8,234","8,178","8,123",,,,
  Веселівський район,"22,132","22,002","21,863",,,,
    Міське населення,"10,071","10,059","10,025",,,,
        смт Веселе,"10,071","10,059","10,025",,,,
    Сільське населення,"12,061","11,943","11,838",,,,
  Вільнянський район,"47,996","48,034","47,852",,,,
    Міське населення,"16,899","17,010","16,936",,,,
        м. Вільнянськ,"15,682","15,787","15,705",,,,
        смт Кам'яне,"1,217","1,223","1,231",,,,
    Сільське населення,"31,097","31,024","30,916",,,,
  Гуляйпільський район,"27,942","27,579","27,319",,,,
    Міське населення,"15,508","15,314","15,203",,,,
        м. Гуляйполе,"14,358","14,180","14,084",,,,
        смт Залізничне,"1,150","1,134","1,119",,,,
    Сільське населення,"12,434","12,265","12,116",,,,
  Запорізький район,"57,893","57,904","57,983",,,,
    Міське населення,"17,890","17,869","17,900",,,,
        смт Балабине,"6,166","6,171","6,213",,,,
        смт Кушугум,"8,258","8,254","8,240",,,,
        смт Малокатеринівка,"3,466","3,444","3,447",,,,
    Сільське населення,"40,003","40,035","40,083",,,,
  Кам'янсько-Дніпровський район,"41,253","40,962","40,684",,,,
    Міське населення,"13,495","13,383","13,277",,,,
        м. Кам'янка-Дніпровська,"13,495","13,383","13,277",,,,
    Сільське населення,"27,758","27,579","27,407",,,,
  Куйбишевський район,"23,354","23,089","22,757",,,,
    Міське населення,"9,632","9,558","9,507",,,,
        смт Куйбишеве,"7,321","7,283","7,234",,,,
        смт Комиш-Зоря,"2,311","2,275","2,273",,,,
    Сільське населення,"13,722","13,531","13,250",,,,
  Мелітопольський район,"50,188","50,122","49,982",,,,
    Міське населення,"3,086","3,086","3,091",,,,
        смт Мирне,"3,086","3,086","3,091",,,,
    Сільське населення,"47,102","47,036","46,891",,,,
  Михайлівський район,"29,672","29,584","29,382",,,,
    Міське населення,"15,792","15,758","15,643",,,,
        смт Михайлівка,"12,520","12,475","12,407",,,,
        смт Пришиб,"3,272","3,283","3,236",,,,
    Сільське населення,"13,880","13,826","13,739",,,,
  Новомиколаївський район,"16,656","16,448","16,310",,,,
    Міське населення,"6,915","6,859","6,815",,,,
        смт Новомиколаївка,"5,485","5,442","5,426",,,,
        смт Тернувате,"1,430","1,417","1,389",,,,
    Сільське населення,"9,741","9,589","9,495",,,,
  Оріхівський район,"47,228","46,926","46,558",,,,
    Міське населення,"20,655","20,537","20,435",,,,
        м. Оріхів,"15,281","15,161","15,067",,,,
        смт Комишуваха,"5,374","5,376","5,368",,,,
    Сільське населення,"26,573","26,389","26,123",,,,
  Пологівський район,"41,580","41,194","40,926",,,,
    Міське населення,"19,906","19,750","19,659",,,,
        м. Пологи,"19,906","19,750","19,659",,,,
    Сільське населення,"21,674","21,444","21,267",,,,
  Приазовський район,"28,545","28,299","27,960",,,,
    Міське населення,"9,286","9,236","9,154",,,,
        смт Приазовське,"6,821","6,814","6,773",,,,
       смт Нововасилівка,"2,465","2,422","2,381",,,,
    Сільське населення,"19,259","19,063","18,806",,,,
  Приморський район,"31,069","30,848","30,566",,,,
    Міське населення,"12,208","12,194","12,137",,,,
        м. Приморськ,"12,208","12,194","12,137",,,,
    Сільське населення,"18,861","18,654","18,429",,,,
  Розівський район,"9,316","9,213","9,075",,,,
    Міське населення,"3,408","3,363","3,315",,,,
        смт Розівка,"3,408","3,363","3,315",,,,
    Сільське населення,"5,908","5,850","5,760",,,,
  Токмацький район,"23,612","23,336","22,986",,,,
    Міське населення,"6,980","6,891","6,794",,,,
        м. Молочанськ,"6,980","6,891","6,794",,,,
    Сільське населення,"16,632","16,445","16,192",,,,
  Чернігівський район,"17,859","17,591","17,444",,,,
    Міське населення,"6,186","6,129","6,051",,,,
        смт Чернігівка,"6,186","6,129","6,051",,,,
    Сільське населення,"11,673","11,462","11,393",,,,
  Якимівський район,"34,456","34,298","34,139",,,,
    Міське населення,"15,402","15,383","15,426",,,,
        смт Якимівка,"11,947","11,923","11,934",,,,
        смт Кирилівка,"3,455","3,460","3,492",,,,
    Сільське населення,"19,054","18,915","18,713",,,,
,,,,,,,
Івано-Франківська область,"1,381,788","1,382,096","1,382,553",,,,
 Міське населення,"599,569","600,773","602,641",,,,
 Сільське населення,"782,219","781,323","779,912",,,,
  Івано-Франківськ (міськрада),"243,715","245,591","247,792",,,,
    Міське населення,"226,018","227,030","228,575",,,,
        м. Івано-Франківськ,"226,018","227,030","228,575",,,,
    Сільське населення,"17,697","18,561","19,217",,,,
  Болехів (міськрада),"21,504","21,571","21,610",,,,
    Міське населення,"10,768","10,770","10,790",,,,
        м. Болехів,"10,768","10,770","10,790",,,,
    Сільське населення,"10,736","10,801","10,820",,,,
 Бурштин (міськрада),"15,704","15,731","15,719",,,,
   Міське населення,"15,340","15,370","15,361",,,,
       м.Бурштин,"15,340","15,370","15,361",,,,
    Сільське населення,364,361,358,,,,
  м. Калуш,"67,585","67,559","67,631",,,,
  м. Коломия,"61,428","61,350","61,236",,,,
  Яремче (міськрада),"22,604","22,837","23,015",,,,
    Міське населення,"12,304","12,416","12,485",,,,
        м. Яремче,"8,124","8,201","8,237",,,,
        смт Ворохта,"4,180","4,215","4,248",,,,
    Сільське населення,"10,300","10,421","10,530",,,,
  Богородчанський район,"69,906","70,155","70,300",,,,
    Міське населення,"11,802","11,790","11,784",,,,
        смт Богородчани,"7,872","7,852","7,847",,,,
        смт Солотвин,"3,930","3,938","3,937",,,,
    Сільське населення,"58,104","58,365","58,516",,,,
  Верховинський район,"30,040","30,258","30,446",,,,
    Міське населення,"5,723","5,765","5,812",,,,
        смт Верховина,"5,723","5,765","5,812",,,,
    Сільське населення,"24,317","24,493","24,634",,,,
  Галицький район,"45,534","45,153","44,793",,,,
    Міське населення,"8,377","8,332","8,308",,,,
        м. Галич,"6,290","6,264","6,256",,,,
        смт Більшівці,"2,087","2,068","2,052",,,,
    Сільське населення,"37,157","36,821","36,485",,,,
,,,,,,,
  Городенківський район,"55,238","54,771","54,329",,,,
    Міське населення,"11,086","11,084","11,045",,,,
        м. Городенка,"9,386","9,384","9,369",,,,
       смт Чернелиця,"1,700","1,700","1,676",,,,
    Сільське населення,"44,152","43,687","43,284",,,,
  Долинський район,"69,512","69,764","69,860",,,,
    Міське населення,"22,860","22,916","23,012",,,,
        м. Долина,"20,622","20,654","20,731",,,,
        смт Вигода,"2,238","2,262","2,281",,,,
    Сільське населення,"46,652","46,848","46,848",,,,
  Калуський район,"60,374","60,088","59,826",,,,
    Міське населення,"2,757","2,752","2,749",,,,
        смт Войнилів,"2,757","2,752","2,749",,,,
    Сільське населення,"57,617","57,336","57,077",,,,
  Коломийський район,"100,681","100,326","100,006",,,,
    Міське населення,"12,760","12,848","12,853",,,,
        смт Гвіздець,"1,943","1,946","1,936",,,,
        смт Отинія,"5,490","5,560","5,565",,,,
        смт Печеніжин,"5,327","5,342","5,352",,,,
    Сільське населення,"87,921","87,478","87,153",,,,
  Косівський район,"88,387","88,475","88,444",,,,
    Міське населення,"14,672","14,753","14,814",,,,
        м. Косів,"8,543","8,621","8,682",,,,
        смт Кути,"4,073","4,059","4,055",,,,
        смт Яблунів,"2,056","2,073","2,077",,,,
    Сільське населення,"73,715","73,722","73,630",,,,
  Надвірнянський район,"114,859","115,263","115,559",,,,
    Міське населення,"42,846","42,941","43,108",,,,
        м. Надвірна,"22,209","22,255","22,344",,,,
        смт Битків,"4,378","4,388","4,399",,,,
        смт Делятин,"8,319","8,365","8,412",,,,
        смт Ланчин,"7,940","7,933","7,953",,,,
    Сільське населення,"72,013","72,322","72,451",,,,
  Рогатинський район,"43,133","42,473","41,930",,,,
    Міське населення,"9,443","9,341","9,319",,,,
        м. Рогатин,"8,077","8,000","7,991",,,,
        смт Букачівці,"1,366","1,341","1,328",,,,
    Сільське населення,"33,690","33,132","32,611",,,,
  Рожнятівський район,"73,434","73,397","73,239",,,,
    Міське населення,"22,239","22,307","22,315",,,,
        смт Рожнятів,"3,882","3,878","3,908",,,,
        смт Брошнів-Осада,"5,760","5,762","5,679",,,,
        смт Перегінське,"12,597","12,667","12,728",,,,
    Сільське населення,"51,195","51,090","50,924",,,,
  Снятинський район,"65,992","65,864","65,746",,,,
    Міське населення,"14,165","14,157","14,162",,,,
        м. Снятин,"10,106","10,102","10,083",,,,
        смт Заболотів,"4,059","4,055","4,079",,,,
    Сільське населення,"51,827","51,707","51,584",,,,
  Тисменицький район,"83,373","82,992","82,828",,,,
    Міське населення,"15,376","15,249","15,191",,,,
        м. Тисмениця,"9,497","9,443","9,394",,,,
        смт Єзупіль ,"2,920","2,881","2,863",,,,
        смт Лисець,"2,959","2,925","2,934",,,,
    Сільське населення,"67,997","67,743","67,637",,,,
  Тлумацький район,"48,785","48,478","48,244",,,,
    Міське населення,"12,020","12,043","12,091",,,,
        м. Тлумач,"8,829","8,885","8,943",,,,
        смт Обертин,"3,191","3,158","3,148",,,,
    Сільське населення,"36,765","36,435","36,153",,,,
,,,,,,,
Київська область,"1,722,052","1,725,478","1,729,234",,,,
 Міське населення,"1,064,773","1,070,221","1,075,199",,,,
 Сільське населення,"657,279","655,257","654,035",,,,
  м. Біла Церква,"210,919","211,205","211,129",,,,
  м. Березань,"16,543","16,570","16,606",,,,
  м. Бориспіль,"59,545","60,160","60,844",,,,
  м. Бровари,"98,250","98,874","99,623",,,,
  м. Буча,"28,483","29,805","31,073",,,,
  м. Васильків,"36,672","36,888","37,252",,,,
  Ірпінь (міськрада),"78,275","79,694","81,429",,,,
    Міське населення,"78,275","79,694","81,429",,,,
        м. Ірпінь,"42,924","44,023","45,468",,,,
        смт Ворзель,"5,677","5,836","5,926",,,,
        смт Гостомель,"14,411","14,467","14,547",,,,
        смт Коцюбинське,"15,263","15,368","15,488",,,,
 Обухів (міськрада),"33,544","33,626","33,742",,,,
    Міське населення,"33,102","33,180","33,305",,,,
         м. Обухів,"33,102","33,180","33,305",,,,
    Сільське населення,442,446,437,,,,
  м. Переяслав-Хмельницький,"27,945","27,864","27,751",,,,
  м. Прип'ять,-,-,-,,,,
  м. Ржищів,"7,532","7,545","7,510",,,,
  м. Славутич,"24,826","24,952","24,996",,,,
  м. Фастів,"48,237","48,098","47,869",,,,
  Баришівський район,"36,676","36,424","36,189",,,,
    Міське населення,"11,012","11,009","10,996",,,,
        смт Баришівка,"11,012","11,009","10,996",,,,
    Сільське населення,"25,664","25,415","25,193",,,,
  Білоцерківський район,"49,055","48,832","48,646",,,,
    Міське населення,"13,780","13,799","13,764",,,,
        м. Узин,"12,122","12,150","12,089",,,,
        смт Терезине,"1,658","1,649","1,675",,,,
    Сільське населення,"35,275","35,033","34,882",,,,
  Богуславський район,"35,730","35,383","35,116",,,,
    Міське населення,"16,825","16,786","16,698",,,,
        м. Богуслав,"16,825","16,786","16,698",,,,
    Сільське населення,"18,905","18,597","18,418",,,,
  Бориспільський район,"52,699","52,977","53,196",,,,
    Сільське населення,"52,699","52,977","53,196",,,,
  Бородянський район,"57,377","57,396","57,470",,,,
    Міське населення,"35,136","35,334","35,485",,,,
        смт Бородянка,"13,135","13,167","13,235",,,,
        смт Бабинці,"2,713","2,746","2,749",,,,
        смт Клавдієво-Тарасове,"5,069","5,069","5,098",,,,
        смт Немішаєве,"7,193","7,340","7,401",,,,
        смт Пісківка,"7,026","7,012","7,002",,,,
    Сільське населення,"22,241","22,062","21,985",,,,
  Броварський район,"68,536","68,410","68,156",,,,
    Міське населення,"18,162","18,166","18,135",,,,
        смт  Велика Димерка,"9,623","9,619","9,583",,,,
        смт Калинівка ,"3,774","3,802","3,845",,,,
        смт Калита,"4,765","4,745","4,707",,,,
    Сільське населення,"50,374","50,244","50,021",,,,
  Васильківський район,"57,894","57,788","57,881",,,,
    Міське населення,"21,620","21,622","21,746",,,,
        смт Глеваха,"8,607","8,679","8,794",,,,
        смт Гребінки,"5,784","5,713","5,730",,,,
        смт Дослідницьке,"1,920","1,915","1,915",,,,
        смт Калинівка,"5,309","5,315","5,307",,,,
    Сільське населення,"36,274","36,166","36,135",,,,
  Вишгородський район,"72,500","72,858","72,994",,,,
    Міське населення,"32,325","32,712","33,129",,,,
        м. Вишгород,"26,536","26,866","27,311",,,,
        смт Димер,"5,789","5,846","5,818",,,,
    Сільське населення,"40,175","40,146","39,865",,,,
  Володарський район,"18,145","17,930","17,665",,,,
    Міське населення,"6,297","6,259","6,226",,,,
        смт Володарка,"6,297","6,259","6,226",,,,
    Сільське населення,"11,848","11,671","11,439",,,,
,,,,,,,
,,,,,,,
  Згурівський район,"17,446","17,161","16,932",,,,
    Міське населення,"5,338","5,278","5,259",,,,
        смт Згурівка,"5,338","5,278","5,259",,,,
    Сільське населення,"12,108","11,883","11,673",,,,
  Іванківський район,"30,676","30,411","30,219",,,,
    Міське населення,"10,625","10,596","10,585",,,,
